file,top_codes,top_counts
TCGA-A1-A0SP-DX1_xmin6798_ymin53719_MPP-0.2500+41[0010].png,958,8013,3501,2226,6226,8101,5428,3088,1842,6795,7,7,6,6,6,6,6,5,5,5
TCGA-A1-A0SP-DX1_xmin6798_ymin53719_MPP-0.2500+55[0010].png,6045,4322,5912,7249,958,3889,5937,3230,5741,3298,7,6,6,5,5,5,5,4,4,4
TCGA-A1-A0SP-DX1_xmin6798_ymin53719_MPP-0.2500+69[0010].png,2226,958,7804,2308,5207,1235,3836,6226,3526,7808,10,8,8,6,6,5,5,5,5,5
TCGA-A1-A0SP-DX1_xmin6798_ymin53719_MPP-0.2500+83[0010].png,958,2308,582,4259,1966,8013,3526,6475,2686,7134,7,7,6,6,5,5,5,5,4,4
TCGA-A1-A0SP-DX1_xmin6798_ymin53719_MPP-0.2500+97[0010].png,958,3296,3889,4322,4311,1476,3127,4410,2557,7804,8,7,7,6,6,5,5,4,4,4
TCGA-A2-A04P-DX1_xmin104246_ymin48517_MPP-0.2500+99[0010].png,3088,3526,2308,5780,5419,6795,6306,1682,7134,6446,9,8,8,7,5,5,5,5,5,4
TCGA-A2-A04Q-DX1_xmin20868_ymin17804_MPP-0.2500+35[0010].png,7134,3889,4199,3526,6226,1460,7357,4143,3209,5235,6,6,6,5,5,4,4,4,4,4
TCGA-A2-A04Q-DX1_xmin20868_ymin17804_MPP-0.2500+36[0010].png,8013,2967,6795,3442,7164,693,6226,2308,5610,7189,5,5,5,4,4,4,4,4,4,4
TCGA-A2-A04Q-DX1_xmin20868_ymin17804_MPP-0.2500+38[0010].png,8148,5937,7694,3889,1682,7899,1569,3296,8013,4311,7,6,5,5,5,5,5,5,4,4
TCGA-A2-A04Q-DX1_xmin20868_ymin17804_MPP-0.2500+45[0010].png,3889,6321,2766,4436,3088,7804,4100,3044,3298,3869,10,8,6,6,5,5,5,5,5,4
TCGA-A2-A0D0-DX1_xmin68482_ymin39071_MPP-0.2500+116[0010].png,4501,582,2249,5947,1682,7948,2226,215,7160,3466,5,5,5,5,5,4,4,4,4,4
TCGA-A2-A0D0-DX1_xmin68482_ymin39071_MPP-0.2500+119[0010].png,8013,1813,7091,7149,1476,7708,6121,7804,3127,840,7,5,5,5,5,4,4,4,4,4
TCGA-A2-A0D0-DX1_xmin68482_ymin39071_MPP-0.2500+120[0010].png,3209,1652,2226,3296,7249,8165,603,5999,4905,5912,6,5,5,4,4,4,4,4,4,4
TCGA-A2-A0D0-DX1_xmin68482_ymin39071_MPP-0.2500+121[0010].png,6045,7804,352,2841,7808,2028,5038,6795,2812,5133,6,5,5,5,5,5,4,4,4,4
TCGA-A2-A0D0-DX1_xmin68482_ymin39071_MPP-0.2500+122[0010].png,6795,8013,7165,5843,6219,6571,4168,781,131,3079,6,5,5,5,4,4,4,4,4,4
TCGA-A2-A0D0-DX1_xmin68482_ymin39071_MPP-0.2500+142[0010].png,6795,1476,8185,958,7091,4143,5996,4436,2531,1235,9,6,6,6,6,5,5,5,5,5
TCGA-A2-A0D0-DX1_xmin68482_ymin39071_MPP-0.2500+144[0010].png,6869,4781,5027,6795,3526,3298,3127,781,1652,6995,6,6,5,5,5,4,4,4,4,4
TCGA-A2-A0D0-DX1_xmin68482_ymin39071_MPP-0.2500+146[0010].png,7337,2226,7647,5038,2249,5937,1911,5862,8073,1569,7,7,5,5,5,5,5,5,4,4
TCGA-A2-A0D0-DX1_xmin68482_ymin39071_MPP-0.2500+147[0010].png,2666,1476,6321,5038,7835,4322,6869,390,7189,7916,6,6,6,6,5,5,5,5,5,4
TCGA-A2-A0D0-DX1_xmin68482_ymin39071_MPP-0.2500+148[0010].png,7835,5038,7694,7807,7134,1480,215,2757,2776,5912,6,5,5,5,5,5,4,4,4,4
TCGA-A2-A0D0-DX1_xmin68482_ymin39071_MPP-0.2500+149[0010].png,4817,215,6795,2686,825,390,5610,3026,7249,1235,6,6,6,5,5,5,4,4,4,4
TCGA-A2-A0D0-DX1_xmin68482_ymin39071_MPP-0.2500+150[0010].png,1652,4376,7249,840,1413,5561,2226,6194,4436,3801,8,6,5,5,5,4,4,4,4,4
TCGA-A2-A0D0-DX1_xmin68482_ymin39071_MPP-0.2500+169[0010].png,1813,7835,7808,7804,3044,1476,6045,390,4311,5038,6,6,6,6,6,6,6,5,5,5
TCGA-A2-A0D0-DX1_xmin68482_ymin39071_MPP-0.2500+170[0010].png,7835,1476,7189,4711,958,3487,4436,3088,4781,778,11,8,7,6,5,5,5,5,5,4
TCGA-A2-A0D0-DX1_xmin68482_ymin39071_MPP-0.2500+175[0010].png,6045,390,7835,3000,725,8148,5741,3855,5454,578,6,5,5,5,4,4,4,4,4,4
TCGA-A2-A0D0-DX1_xmin68482_ymin39071_MPP-0.2500+176[0010].png,8013,390,237,5843,5999,5038,2531,4311,1569,1992,6,6,5,5,5,5,4,4,4,4
TCGA-A2-A0D0-DX1_xmin68482_ymin39071_MPP-0.2500+177[0010].png,1813,5023,8013,5741,6045,5428,1767,5912,6054,7119,6,6,6,6,5,5,5,5,5,4
TCGA-A2-A0D0-DX1_xmin68482_ymin39071_MPP-0.2500+178[0010].png,7835,390,7119,6321,3487,6054,4043,7165,3296,836,9,7,5,5,5,5,5,4,4,4
TCGA-A2-A0D0-DX1_xmin68482_ymin39071_MPP-0.2500+196[0010].png,3477,3088,4711,4436,4859,2602,1977,1813,7337,2140,5,5,5,5,4,4,4,4,4,4
TCGA-A2-A0D0-DX1_xmin68482_ymin39071_MPP-0.2500+197[0010].png,1992,8081,4168,1813,1652,389,6088,4311,3536,4376,5,5,5,5,5,4,4,4,4,4
TCGA-A2-A0D0-DX1_xmin68482_ymin39071_MPP-0.2500+198[0010].png,1813,1652,7249,3296,3477,7807,3708,8013,840,808,7,5,5,5,5,4,4,4,4,4
TCGA-A2-A0D0-DX1_xmin68482_ymin39071_MPP-0.2500+199[0010].png,7835,3030,390,2226,5912,7119,5235,8013,6045,5741,11,6,6,5,5,5,5,5,5,5
TCGA-A2-A0D0-DX1_xmin68482_ymin39071_MPP-0.2500+201[0010].png,6045,4322,144,145,2780,5996,3477,7647,2666,6054,6,5,5,5,5,5,5,4,4,4
TCGA-A2-A0D0-DX1_xmin68482_ymin39071_MPP-0.2500+202[0010].png,5862,7835,958,215,8013,2226,4602,2127,8188,1204,7,7,5,5,5,4,4,4,4,4
TCGA-A2-A0D0-DX1_xmin68482_ymin39071_MPP-0.2500+203[0010].png,7835,2226,781,6979,331,2031,1373,4725,4602,8013,6,5,5,4,4,4,4,4,4,4
TCGA-A2-A0D0-DX1_xmin68482_ymin39071_MPP-0.2500+204[0010].png,3296,4436,4322,6931,3030,7165,2666,6452,1842,6795,5,5,5,5,5,5,5,4,4,4
TCGA-A2-A0D0-DX1_xmin68482_ymin39071_MPP-0.2500+205[0010].png,2226,1813,8013,1905,935,7249,7189,3619,2308,3088,7,6,5,5,4,4,4,4,4,4
TCGA-A2-A0D0-DX1_xmin68482_ymin39071_MPP-0.2500+206[0010].png,7808,4501,1652,7165,6032,2308,215,958,5027,3365,6,5,5,5,5,4,4,4,4,4
TCGA-A2-A0D0-DX1_xmin68482_ymin39071_MPP-0.2500+221[0010].png,7089,2588,2292,3452,5383,5999,6045,7091,4261,915,5,4,4,4,4,4,4,4,4,4
