file,top_codes,top_counts
TCGA-A1-A0SK-DX1_xmin45749_ymin25055_MPP-0.2500+111[1000].png,6724,7733,6960,131,7222,4637,6222,352,2265,7869,7,5,4,4,4,4,4,4,4,4
TCGA-A1-A0SK-DX1_xmin45749_ymin25055_MPP-0.2500+122[1000].png,4833,7733,4143,2308,6602,8148,5810,2840,6652,6269,5,5,4,4,4,4,4,4,4,4
TCGA-A1-A0SK-DX1_xmin45749_ymin25055_MPP-0.2500+130[1000].png,4817,2417,5392,2870,2194,3189,4775,4160,7400,873,6,5,5,5,4,4,4,4,4,4
TCGA-A1-A0SP-DX1_xmin6798_ymin53719_MPP-0.2500+100[1000].png,3526,4527,4198,7224,7695,5039,5065,4492,8081,2198,8,5,5,5,5,5,5,4,4,4
TCGA-A1-A0SP-DX1_xmin6798_ymin53719_MPP-0.2500+101[1000].png,4711,1297,808,2635,4322,5810,3908,5834,3131,5780,8,6,6,5,5,5,4,4,4,4
TCGA-A1-A0SP-DX1_xmin6798_ymin53719_MPP-0.2500+102[1000].png,3088,1842,581,44,1235,2308,3472,7089,6905,7694,5,5,5,5,4,4,4,4,4,4
TCGA-A1-A0SP-DX1_xmin6798_ymin53719_MPP-0.2500+106[1000].png,808,3526,5098,3209,4711,3088,4817,1357,1813,1440,7,5,4,4,4,4,4,4,4,4
TCGA-A1-A0SP-DX1_xmin6798_ymin53719_MPP-0.2500+107[1000].png,6226,1682,1842,3088,7134,7880,7694,3536,6054,5039,7,5,5,5,5,5,5,4,4,4
TCGA-A1-A0SP-DX1_xmin6798_ymin53719_MPP-0.2500+113[1000].png,8148,1297,7694,7175,2903,5392,4364,6321,7807,7880,5,5,5,4,4,4,4,4,4,4
TCGA-A1-A0SP-DX1_xmin6798_ymin53719_MPP-0.2500+114[1000].png,4711,7694,1297,982,3230,7733,7880,808,3044,2756,7,6,6,6,5,5,5,4,4,4
TCGA-A1-A0SP-DX1_xmin6798_ymin53719_MPP-0.2500+115[1000].png,1297,2776,5097,1877,7695,1842,3011,4160,4711,898,7,6,6,5,5,5,4,4,4,4
TCGA-A1-A0SP-DX1_xmin6798_ymin53719_MPP-0.2500+116[1000].png,6702,335,3088,216,4250,2308,3889,4160,808,6812,6,6,6,6,5,5,5,5,4,4
